id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13331419,"Clean, Comfortable and Convenient in SoCo 78704",9814669,April,,78704,30.2378,-97.74774,Entire home/apt,150,1,259,2019-11-08,6.61,1,125
13331821,Luxurious stay in new modern home in South Austin,24597163,Sriharesh,,78745,30.21092,-97.79317,Private room,50,1,0,,,1,0
13331927,Comfortable Queen Bed - Private - 5 Acres w/ View,1207603,Cj,,78737,30.17136,-97.97395,Private room,59,1,11,2018-12-28,0.27,3,316
13334280,Treehouse Suite with King Bed & Hill Country View,4459107,CJ And Katie,,78737,30.14496,-97.95821,Entire home/apt,95,2,54,2019-11-03,1.67,3,24
13343297,Apartment near SoCo for ACL,52964912,Sarah,,78741,30.22174,-97.74307,Entire home/apt,18,1,2,2016-06-11,0.05,1,0
13345029,"Bus Downtown, Walk to SoCo and Bike to Zilker Park",9005567,Lori,,78704,30.23777,-97.74819,Private room,95,2,18,2019-06-30,0.44,3,0
13347777,Home away from home on Rainey,20698862,Van,,78701,30.26068,-97.73708,Entire home/apt,250,3,6,2019-05-12,0.73,1,0
13376382,New Austin Home,75988545,Sean,,78754,30.33913,-97.64719,Private room,100,1,0,,,1,0
13378243,"Private, spacious room in North central Austin",76017840,Brendan,,78752,30.32373,-97.68558,Private room,35,1,0,,,1,0
13386694,North Austin Solar Home,17333,Joep And Courtney,,78753,30.38311,-97.6675,Entire home/apt,70,7,17,2019-11-07,0.43,1,344
13392592,Style and Charm in Heart of SOCO,27177317,Ashton,,78704,30.24913,-97.75141,Entire home/apt,260,2,0,,,2,0
13393992,Modern Home -  BEST LOCATION!,21066545,Kari,,78704,30.2512,-97.77024,Entire home/apt,125,30,4,2019-11-05,0.11,1,192
13394093,Lake Spa,1968258,Steve,,78734,30.41258,-97.91627,Private room,175,2,0,,,1,0
13395642,The Peacock Palace,76205802,Tiffany,,78704,30.23536,-97.76509,Entire home/apt,100,3,4,2016-08-13,0.10,1,0
13404978,Private room in Austin (single or double),28920096,Dierdra,,78751,30.31471,-97.71041,Private room,100,1,2,2016-07-03,0.05,1,0
13410286,Aesthetic East Side Bungalow,76368304,Shannon,,78722,30.29121,-97.7182,Entire home/apt,169,30,145,2019-06-24,3.49,1,0
13436608,Cozy Studio: 1.5 miles from DT,17845422,Karisa,,78741,30.24727,-97.73271,Entire home/apt,121,1,21,2017-05-28,0.55,1,0
13436718,Attractive top floor condo with spectacular views!,39533710,Laird,,78730,30.35791,-97.79636,Entire home/apt,73,90,5,2018-08-25,0.13,2,325
13445945,Private Room&Bath in North Campus,11080127,Hameem,,78705,30.2962,-97.73541,Private room,35,3,0,,,1,0
13451793,Comfortable and Close to Downtown,58075143,Mark,,78724,30.27579,-97.631,Entire home/apt,99,2,10,2016-08-07,0.24,1,0
13451957,Central Perks!!!,57341543,Amy,,78702,30.27296,-97.73167,Entire home/apt,199,2,56,2019-10-13,1.37,1,165
13465393,Hip Remodeled Airstream Trailer - close to DT,33845910,Nathan,,78702,30.26843,-97.71563,Entire home/apt,75,2,194,2019-11-06,4.74,2,146
13468074,JetsonsMOD 3 bdrm/3 bath+Sauna!,5742304,Taryn,,78723,30.28432,-97.70129,Entire home/apt,600,2,23,2017-08-27,0.56,6,0
13471658,Lost Creek modern charmer,29822664,Sibylle C.,,78746,30.27643,-97.84454,Entire home/apt,145,3,3,2018-02-13,0.10,1,0
13481212,Like a hotel! Private suite in trendy East Austin!,22536507,Andrew,,78702,30.26836,-97.7125,Private room,64,2,58,2019-11-03,1.53,1,180
13488614,Little Lanai,372205,Keith,,78732,30.41692,-97.89024,Entire home/apt,368,2,57,2019-10-13,1.43,3,307
13490493,Quiet Country Cottage,77305224,Roger & Judy,,78737,30.14451,-97.95934,Entire home/apt,85,2,60,2019-10-14,1.46,1,10
13514513,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.26899,-97.72522,Private room,85,3,25,2019-10-20,0.66,10,10
13531233,Enjoy where you stay! 1 bed/Bath,72022436,Jesse,,78744,30.19528,-97.73114,Private room,32,30,10,2019-08-17,0.27,2,338
13531785,Downtown Austin Condo,37237557,James,,78701,30.26891,-97.75094,Entire home/apt,200,2,0,,,2,0
13532009,Modern Master Bedroom with View - Fresh & Clean,6308984,Michael,,78731,30.34725,-97.77904,Private room,70,1,5,2016-10-09,0.13,1,0
13547688,"Cozy Sacred Cottage in South Austin, One Bedroom",31594875,Melanie,,78748,30.18255,-97.83218,Private room,70,1,0,,,1,0
13565075,Hove loop master bedroom,78127530,Allie,,78749,30.20072,-97.8545,Private room,27,1,1,2016-07-07,0.02,1,0
13565904,Private Room in Central Austin,78166168,Lee,,78751,30.29793,-97.72149,Private room,55,1,5,2017-01-05,0.12,1,0
13571814,Fabulous South Lamar Condominium with Luxury Touches,44664003,Tobin,,78704,30.2443,-97.77447,Entire home/apt,100,2,207,2019-11-04,5.03,5,328
13576771,Cozy Modern Airstream - Close to Downtown/ACL/SXSW,4870151,Rachel,,78704,30.25585,-97.75736,Entire home/apt,72,2,113,2019-11-11,4.23,3,91
13584126,Spacious Westlake Home Minutes from Downtown,7284062,Anita,,78746,30.31431,-97.8019,Entire home/apt,395,1,0,,,2,295
13585864,Lake Travis Waterfront House Within Gated Estate,74318403,Gregory,,78734,30.41281,-97.93803,Entire home/apt,150,2,37,2019-10-21,0.90,1,210
13588379,Fantastic Master Suite,67199437,Eva,,78722,30.29415,-97.71578,Entire home/apt,58,1,267,2019-11-04,6.55,1,56
13615305,Private bedroom in cute Highland house,33741325,Ben,,78752,30.3317,-97.71772,Private room,75,1,3,2016-07-05,0.07,2,0
13615667,Large Living Room w/ Couch and Loveseat,78829619,Tyler,,78705,30.29533,-97.7374,Shared room,29,1,35,2017-04-19,0.90,2,0
13624434,Private Suite with Patio near Wineries & Weddings,69216869,Sean & Sarah,,78736,30.24215,-98.01712,Entire home/apt,79,2,106,2019-10-19,2.92,2,249
13631037,South Austin Creekside Retreat!,1840480,Scott And Sally,,78745,30.22195,-97.79505,Entire home/apt,176,4,39,2019-11-04,1.09,10,328
13632857,Farm house--basement or guest room.,69081831,Francisco,,78725,30.25906,-97.62837,Private room,29,1,36,2019-07-04,0.88,3,89
13634961,"Cozy, Private Full Bed+Bath, on bus route to ACL!",22662442,David,,78705,30.29884,-97.7429,Private room,55,1,3,2017-10-15,0.07,1,0
13635234,"Heart of SoCo!! - Hip, fun, music central",8833863,Shana,,78704,30.25078,-97.74945,Private room,70,1,5,2016-09-06,0.12,1,0
13641416,Beautiful view of Lake Travis,79148533,Jeff,,78734,30.40496,-97.92819,Entire home/apt,650,3,7,2019-07-28,0.22,1,87
13650495,Private Room < 10 Min From Downtown & Airport,79261928,Kash,,78741,30.22088,-97.69178,Private room,30,1,0,,,1,0
13658208,"Modern, Zen, Apartment near Downtown and SOCO",31173521,Leon And Stella,,78704,30.25392,-97.75811,Entire home/apt,99,3,120,2019-10-20,2.95,2,65
13658216,"Downtown, minutes from everything.",55552382,Brian,,78701,30.27487,-97.75058,Entire home/apt,180,1,278,2019-11-08,6.87,1,268
13671245,Unique Pet & Family Friendly Home -Central Austin,79368865,Holly,,78704,30.23854,-97.74129,Entire home/apt,250,2,0,,,1,0
13685912,Beautiful Austin Log Home,79708340,Paul & Krista,,78748,30.15163,-97.82403,Entire home/apt,475,2,44,2019-11-10,1.22,2,173
13686380,Lake Travis Private Retreat (Waterfront),79715719,Shell,,78732,30.41814,-97.90079,Entire home/apt,499,31,24,2019-08-13,0.62,1,253
13686771,Modern Farmhome in Hip East Austin minutes from DT,35816969,Kristin + Ryan,,78702,30.27885,-97.70619,Entire home/apt,600,2,23,2019-11-10,2.04,1,330
13693695,Private room for exploring South Austin,79818711,Brett,,78739,30.14545,-97.85233,Private room,125,1,10,2018-09-27,0.25,1,0
13695279,Happy Modern South Congress apartment,12031191,Richelle,,78704,30.22774,-97.75139,Entire home/apt,54,3,7,2018-03-25,0.18,4,0
13697265,South Austin Private Home w/ Large Kitchen,5257304,Lauren,,78749,30.21414,-97.84457,Entire home/apt,110,2,11,2019-10-06,0.59,2,2
13698295,Eastside Bohemian Retreat House with a Taste of Southern Charm,16109724,Adrianne,,78702,30.25066,-97.72555,Entire home/apt,250,2,115,2019-11-09,2.96,1,136
13699809,Lake Travis Hudson Bend Hangout,79904699,Stephen,,78734,30.43089,-97.9254,Entire home/apt,595,2,65,2019-09-15,1.59,1,146
13701593,Private Room in Texas-Modern House off South 1st,9331076,Leland,,78704,30.23003,-97.77335,Private room,45,2,4,2017-07-09,0.11,3,0
13705888,Zilker/South Lamar Private Guest House w/Parking,37187748,M & S,,78704,30.2491,-97.76903,Entire home/apt,92,2,194,2019-11-09,4.74,3,158
13714102,South Austin Terrific Townhome,80105212,Angelica,,78748,30.19184,-97.84041,Entire home/apt,90,1,4,2017-10-08,0.10,1,0
13714763,Single Bed/bath in Nice Neighborhood,57045531,Rekha,,78728,30.43823,-97.69011,Private room,80,1,7,2019-03-13,0.17,1,364
13716298,Stateroom B & BBQ,21987980,Sam,,78748,30.1837,-97.82782,Private room,45,30,27,2019-09-30,0.68,5,175
13728800,Modern 2BDR in the heart of Zilker,43264606,Rachel,,78704,30.25764,-97.77101,Entire home/apt,195,2,19,2019-03-14,0.47,2,0
13730122,Modern South Austin Micro-unit (Monthly rental),1883744,Nancy,,78745,30.22293,-97.77876,Entire home/apt,43,30,17,2019-08-10,0.46,5,253
13730506,"Sleek, Private, and Spacious Austin Retreat",74618,Kathryn,,78741,30.23121,-97.7404,Entire home/apt,275,3,62,2019-11-04,1.58,1,325
13733900,Southwest Austin Mellow Home,34872858,Destiny,,78745,30.19682,-97.82797,Entire home/apt,85,2,1,2016-09-04,0.03,1,0
13733969,"2 Bedroom House  neaR Apple, The Domain",73333451,Elten,,78727,30.43945,-97.7441,Entire home/apt,99,30,9,2019-01-19,0.23,1,141
13746927,Beautiful Renovated Home in Fun and Eclectic East Austin,1523587,Dallas,,78702,30.25191,-97.72096,Entire home/apt,425,2,50,2019-10-21,1.49,17,297
13766999,One Bedroom Relaxation Station,30437362,Christiana,,78741,30.23618,-97.71441,Entire home/apt,63,2,7,2016-09-05,0.17,1,0
13771211,Hyde Park two bedroom,52134935,N,,78705,30.2953,-97.73462,Entire home/apt,80,1,1,2016-07-11,0.02,1,0
13771324,Close to the action in S. Austin!,80813486,Michael,,78741,30.23212,-97.73049,Entire home/apt,95,1,1,2018-01-29,0.05,1,0
13788818,Mid-century modern home close to dt,2134237,Samantha,,78704,30.24421,-97.76739,Entire home/apt,300,2,28,2019-04-15,0.74,1,81
13799593,"The Central Hacienda, WALK TO ALL OF DOWNTOWN!",1404731,Daniel,,78702,30.26202,-97.73045,Entire home/apt,400,2,29,2019-01-27,0.77,4,17
13799976,Farm guest room,69081831,Francisco,,78725,30.25914,-97.62832,Private room,35,1,51,2019-09-01,1.26,3,87
13800533,Austin Lover,81153177,Samantha,,78753,30.34335,-97.68742,Private room,75,1,0,,,1,89
13813146,"Classic, Modern Rosedale Home",12003289,Brittaney,,78756,30.31862,-97.74327,Entire home/apt,1000,3,10,2017-04-10,0.25,1,364
13823197,Lovely Cherrywood home close to everything Austin!,55980203,Nathan,,78722,30.28576,-97.71476,Entire home/apt,140,3,5,2017-04-23,0.13,1,0
13828639,"Contemporary, Clean, Convenient",11135395,Vivien,,78756,30.31551,-97.73573,Entire home/apt,130,2,10,2016-10-21,0.25,1,0
13841198,Cute retro condo in Hyde Park,27856580,Ashley,,78751,30.31015,-97.72445,Entire home/apt,110,1,4,2016-11-13,0.10,1,0
13843877,Mid-Century Mod Treehouse near Zilker Park,1754114,Emily,,78704,30.24343,-97.78456,Entire home/apt,125,1,166,2019-11-06,4.10,1,10
13858544,Fantastic New Downtown Austin High-Rise Condo,1648227,Christian,,78703,30.26887,-97.75432,Entire home/apt,243,1,100,2019-10-28,2.53,3,354
13860164,*Secret Garden Apartment* 78704,70790066,Caitlin,,78704,30.23227,-97.76842,Entire home/apt,175,2,11,2019-10-14,0.29,1,195
13864346,"Trendy Complex Close to Downtown, SoCo and Zilker",16384748,Kaitlyn,,78741,30.2429,-97.72509,Entire home/apt,94,1,18,2017-10-30,0.45,1,0
13865143,Beautiful family friendly home in south Austin.,7343353,Zachary,,78748,30.18319,-97.8094,Entire home/apt,215,2,36,2019-11-03,0.91,1,0
13866176,"Adorable, Quiet, Private 2 BDR in SOLA",448551,Andie,,78704,30.23468,-97.78581,Entire home/apt,130,2,0,,,1,0
13866655,Modern Tiny Home 4 Miles from DT,30866956,Lisa,,78745,30.21465,-97.77912,Entire home/apt,82,1,249,2019-10-25,6.56,1,171
13867530,Luxury Apartment in West Campus-Master bedroom,70281518,Meng,,78705,30.28485,-97.7454,Private room,74,1,3,2016-07-30,0.07,1,0
13879477,Boutique Bungalow East DT- Sleeps 6,37191969,Kelly,,78702,30.2766,-97.71957,Entire home/apt,225,2,30,2017-06-25,0.78,1,0
13909405,1/1 In the heart of DT Austin,1837848,Jamie,,78703,30.27631,-97.75878,Entire home/apt,250,2,6,2017-05-23,0.15,1,0
13911549,Casita Agave,61941650,Robby And Beth,,78736,30.2359,-97.93425,Entire home/apt,100,2,112,2019-06-16,2.78,1,71
13912501,Trinity Creek,82530387,Cynthia,,78734,30.39255,-97.92247,Entire home/apt,200,2,57,2019-11-03,1.48,1,353
13912882,Cozy Downtown Apartment for SXSW,59980710,Emily,,78703,30.27921,-97.75606,Private room,150,10,2,2017-03-20,0.05,1,0
13913337,"Relaxing Waterfront Bungalow on Lake Travis, pool & hot tub, next to marina (#1)",62926106,Guy,,78734,30.37364,-97.98817,Entire home/apt,254,2,9,2019-07-28,0.23,17,70
13914938,Tree House Apartment,15244629,Cari,,78702,30.26918,-97.69797,Entire home/apt,85,1,7,2017-01-01,0.17,1,0
13941193,"Walkable Cherrywood Loft, close to UT and Downtown",48610923,Christopher,,78722,30.28457,-97.72266,Entire home/apt,115,2,285,2019-11-04,7.02,1,306
13950281,"Chill apt off Oltorf-near downtown, Congress..",83039133,Faith,,78741,30.2329,-97.73012,Entire home/apt,70,2,41,2018-06-10,1.06,2,240
13973752,Downtown Charming Studio,3999645,Sarah,,78703,30.28425,-97.76422,Entire home/apt,100,1,14,2019-04-14,0.37,2,0
13986233,Chateau Morneault,3302376,Jeff,,78745,30.22154,-97.78287,Private room,70,1,5,2017-03-14,0.13,1,0
13993741,Awesome Condo Across Barton Springs,29893670,Karen,,78704,30.26193,-97.77276,Private room,110,1,5,2018-03-14,0.13,4,365
14009283,Comfortable 2BD Apartment in Central Austin,17874652,Nick,,78723,30.31215,-97.70578,Entire home/apt,200,15,3,2017-04-16,0.07,1,0
14024045,Austin Airstream,23148741,Stewart,,78704,30.25818,-97.78253,Entire home/apt,69,2,90,2019-11-10,2.23,2,210
14026446,Fun Monthly Rental in Hip South Austin!,1883744,Nancy,,78745,30.22355,-97.77822,Entire home/apt,89,28,31,2019-09-19,0.81,5,364
14039805,Simple3,84117850,Yaretzy,,78741,30.23554,-97.71199,Private room,35,2,0,,,1,0
14044016,Tranquil South Congress Home,2701894,Romy,,78704,30.23656,-97.75103,Entire home/apt,450,4,7,2019-08-16,0.18,3,292
14055197,"Family home in Westlake neighborhood of Austin, TX",69501631,Patricia,,78746,30.33617,-97.81407,Entire home/apt,7500,7,0,,,1,0
14057627,Your East Austin Private Room with adjoining Bath,2428539,Matt,,78702,30.26665,-97.70795,Private room,79,3,21,2017-07-31,0.57,2,0
14057733,Comfort & Convenience in Austin,84357752,Becky,,78702,30.26568,-97.69795,Entire home/apt,69,1,104,2019-11-04,2.58,1,346
14068513,"Waterfront Bungalow steps from Lake Travis, pool & hot tub, next to marina (#4)",62926106,Guy,,78734,30.37199,-97.98602,Entire home/apt,254,2,5,2019-07-28,0.16,17,103
14069226,"Relaxing Waterfront Bungalow on Lake Travis, pool & hot tub, next to marina (#5)",62926106,Guy,,78734,30.37124,-97.98752,Entire home/apt,254,2,10,2019-03-17,0.27,17,98
14069620,"Waterfront Bungalow steps from Lake Travis, pool & hot tub, next to marina (#6)",62926106,Guy,,78734,30.3728,-97.98621,Entire home/apt,254,2,11,2019-04-14,0.28,17,144
14069621,Charming Bungalow in Bouldin Creek,84497747,Jessica,,78704,30.25236,-97.7616,Entire home/apt,199,2,11,2018-05-20,0.27,1,0
14069917,"Scenic Hillside Bungalow on Lake Travis, pool and hot tub, next to marina (#8)",62926106,Guy,,78734,30.37282,-97.98698,Entire home/apt,254,2,5,2019-03-31,0.25,17,126
14070258,"Bluff Side Bungalow on Lake Travis, pool & hot tub, next to marina (#9)",62926106,Guy,,78734,30.37299,-97.98707,Entire home/apt,254,2,5,2017-08-06,0.15,17,91
14071933,"Tranquil Waterfront Bungalow, serene views, pool & hot tub, next to marina (#10)",62926106,Guy,,78734,30.37228,-97.9886,Entire home/apt,254,2,12,2019-08-18,0.35,17,91
14072370,"Treehouse Bungalow w/ Lake Travis views, pool & hot tub, next to marina (#11)",62926106,Guy,,78734,30.3706,-97.98789,Entire home/apt,254,2,4,2017-06-11,0.10,17,112
14072680,"Hill Country Bungalow w/ Lake Travis views, pool & hot tub, next to marina (#12)",62926106,Guy,,78734,30.3714,-97.98874,Entire home/apt,254,2,3,2019-05-27,0.17,17,11
14073051,"Cedar Shade Bungalow, tree house views, pool & hot tub, next to marina (#13)",62926106,Guy,,78734,30.37138,-97.98701,Entire home/apt,254,2,2,2018-10-14,0.11,17,135
14073415,"Blue Agave Bungalow, Lake Travis views, pool & hot tub, next to marina (#14)",62926106,Guy,,78734,30.37222,-97.98824,Entire home/apt,254,2,6,2019-08-18,0.39,17,161
14073594,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#16)",62926106,Guy,,78734,30.37276,-97.98669,Entire home/apt,254,2,8,2019-11-03,0.22,17,106
14074010,"Relaxing Bungalow w/ Treetop Views, pool & hot tub, next to marina (#17)",62926106,Guy,,78734,30.37218,-97.98799,Entire home/apt,254,2,9,2019-03-25,0.28,17,97
14074230,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#18)",62926106,Guy,,78734,30.37211,-97.98603,Entire home/apt,254,2,6,2019-03-26,0.21,17,110
14077729,1920's Farmhouse in Central ATX!,2157243,Sean,,78756,30.30884,-97.74615,Entire home/apt,80,3,13,2019-10-05,0.43,3,85
14091889,2 Private Bedrooms in Central East ATX House.,26444019,Neal,,78702,30.25503,-97.73248,Private room,80,1,1,2016-09-11,0.03,3,0
14091950,Cozy Vacation Getaway w/ Pool & walk to metro stop,84767145,Lucy,,78758,30.36776,-97.69844,Private room,49,2,33,2019-10-19,0.88,1,331
14093766,Newly built private flat in Central Austin,5817842,Nick,,78756,30.31324,-97.74574,Entire home/apt,105,2,139,2019-10-27,3.58,1,85
14093781,Beautiful 2-story house in South Austin w/ balcony,70216727,Michael,,78744,30.20026,-97.73124,Entire home/apt,50,1,0,,,1,0
14103944,Hancock Guest Cottage,50671207,Rachel,,78751,30.30199,-97.72075,Entire home/apt,125,5,9,2018-07-27,0.24,1,204
14104728,Amazing Austin Location + Spacious 1 Bedroom,43594503,Shobhita,,78704,30.25704,-97.74495,Entire home/apt,98,2,8,2016-09-18,0.20,1,0
14124451,Austin Respite,28879622,Amber,,78744,30.17602,-97.76573,Private room,79,4,5,2019-11-04,0.24,2,89
14126411,Rock 'n Roll Central,15793042,Robin And Ashley,,78702,30.27133,-97.72833,Entire home/apt,78,2,217,2019-10-30,5.49,1,130
14126780,Walking Distance to ACL - West 6th Apartment,51457682,Josef,,78703,30.27614,-97.76378,Entire home/apt,270,2,1,2016-10-03,0.03,1,0
14127190,Modern Garage Studio,85204265,Sean,,78741,30.24448,-97.693,Entire home/apt,75,2,108,2019-11-03,2.71,1,73
14127832,"Cute, Cozy Studio in Beautiful Hyde Park",67783215,Hannah,,78751,30.31123,-97.73045,Entire home/apt,40,2,4,2016-11-28,0.10,1,0
14140416,Private Cozy Backyard Studio-Great neighborhood :),6557345,LaDonne,,78751,30.31391,-97.71865,Entire home/apt,66,2,62,2019-11-07,1.60,1,82
14143642,Easy Living North Austin,7338157,Angela,,78729,30.46053,-97.78165,Entire home/apt,75,1,171,2019-10-27,4.40,1,317
14151299,"Private room close to IT Dist Apple,Samsung,Dell",6222196,Patty,,78754,30.35189,-97.6085,Private room,39,2,54,2019-09-01,1.35,2,90
14155186,Quaint casita in hip South Austin w/ courtyard,62958386,Matthew,,78704,30.24641,-97.75423,Entire home/apt,150,1,65,2019-10-08,1.63,2,18
14163920,Bright Modern Farmhouse in Zilker.,85676809,Adam,,78704,30.25374,-97.77585,Entire home/apt,500,3,6,2019-03-12,0.23,1,12
14166836,Spacious 5BR/5BA Wooded Retreat near UT/downtown,85715917,Julie,,78759,30.3791,-97.75905,Entire home/apt,649,2,5,2017-05-30,0.13,1,0
14166876,"DOWNTOWN AUSTIN LITTLE GEM-for 4-Walkable,ACL,SXSW",16047277,Mireille,,78703,30.28342,-97.75727,Entire home/apt,85,1,78,2019-10-28,1.95,7,346
14186189,Apartment in the heart of Austin,5411691,Alexa,,78705,30.2907,-97.72385,Entire home/apt,115,2,1,2018-03-12,0.05,1,0
14198704,Walk Everywhere from this Downtown Apartment!,33992112,Anna,,78704,30.25565,-97.74607,Entire home/apt,200,1,18,2017-04-24,0.48,1,0
14201299,Billy Budget and Relax Room 1,86159253,Bill,,78745,30.21529,-97.76378,Private room,39,1,89,2019-11-06,2.36,2,13
14205388,Evans: Central Austin 6 Bedroom Palace,8167447,Martin,,78751,30.31562,-97.7172,Private room,37,29,7,2019-09-07,0.20,77,320
14205488,N.Lamar: Internship Paradise,8167447,Martin,,78751,30.31868,-97.73034,Private room,37,29,3,2018-10-15,0.08,77,322
14213692,Experience Austin Glamping! - #InstaInn,44887644,Chris,,78751,30.31182,-97.71258,Entire home/apt,91,1,149,2017-09-26,3.74,4,0
14220861,Stay the month and get a deal for your internship!,72022436,Jesse,,78744,30.19557,-97.73099,Private room,38,30,10,2019-06-06,0.26,2,325
14220930,Evans: Austin Mid-Town Young Professionals Mansion,8167447,Martin,,78751,30.31466,-97.71833,Private room,37,29,7,2019-09-22,0.18,77,332
14221592,N.Lamar: Texan Internship Shared Bedroom,8167447,Martin,,78751,30.32021,-97.72924,Shared room,16,29,10,2019-07-29,0.26,77,339
14248025,Evans: Master Bedroom in Central Austin Community,8167447,Martin,,78751,30.31481,-97.71724,Private room,49,29,2,2019-10-11,0.05,77,365
14249237,Private Rm with Own Bathroom,1775950,Harman,,78704,30.23868,-97.74033,Private room,42,1,23,2017-02-09,0.57,2,0
14253492,"Convenient, tranquil, and timeless Crestview haven",7004294,Kyle,,78757,30.34506,-97.72296,Entire home/apt,157,1,43,2019-10-28,1.13,1,77
14254287,South/East duplex. Bring your friends!,62155903,Jim,,78741,30.23043,-97.71685,Entire home/apt,99,2,77,2018-05-15,1.95,1,0
14266336,"East Side Home, Minutes from everything Austin",2589933,Lydia,,78702,30.26007,-97.72962,Entire home/apt,425,3,0,,,1,0
14268142,Charming & Cozy 1 Bedroom in Eclectic Central ATX,86152484,Maryam,,78705,30.29787,-97.7433,Entire home/apt,69,1,110,2019-11-03,2.80,1,85
14278316,"Affordable Luxury 3 BD, 2 BA sleeps 6, Close to UT",17333333,Kate,,78703,30.30118,-97.75227,Entire home/apt,450,2,6,2019-03-17,0.16,5,81
14278896,"Affordable Lux 1 BD King Bed Cottage, Close to UT",17333333,Kate,,78703,30.29969,-97.75182,Entire home/apt,140,2,5,2018-08-02,0.13,5,86
14282701,"Clean, comfortable, private room (no cars allowed)",3425666,Nate,,78758,30.355,-97.70743,Private room,25,1,321,2019-11-05,8.27,5,328
14303616,Updated Travis Heights Vintage Oasis,27068940,Takao & Malcolm,,78704,30.23623,-97.74402,Private room,124,1,24,2019-11-03,0.64,1,57
14310637,Private Bed & Bath in Artist's Home,23954380,Mackenzie,,78751,30.31579,-97.71984,Private room,36,2,3,2016-09-21,0.08,1,0
14316798,Trendy East Side Industrial-Modern house,3901899,David,,78702,30.25892,-97.73174,Entire home/apt,600,5,3,2019-03-13,0.09,1,0
14317580,Eastside Spacious Loft Curated for Comfort,87556477,Julie,,78702,30.26321,-97.72597,Entire home/apt,390,2,1,2019-04-15,0.14,1,0
14352406,"★SXSW Huge Home, Families + Grps, 5min Downtown★",180375,Nelson,,78741,30.23553,-97.73164,Entire home/apt,449,3,39,2019-11-03,1.03,4,0
14352436,Modern House for Rent,7530809,Luke,,78757,30.3594,-97.72778,Entire home/apt,209,2,37,2019-11-10,1.54,1,236
14367760,East Side Carriage House,31829351,Tonya,,78702,30.25421,-97.72973,Entire home/apt,200,2,91,2019-10-29,2.40,1,301
14384238,Guadalupe: Geeks and Nerds in Central Austin,8167447,Martin,,78751,30.32303,-97.72466,Private room,37,30,1,2016-11-25,0.03,77,332
14387270,Trudy's Casita Guest House,35744893,Pamela,,78751,30.31236,-97.71328,Entire home/apt,180,2,106,2019-11-03,2.79,1,151
14389781,"Spacious 4 Bedroom, <4 miles from Downtown & UT",24163259,Benee,,78723,30.29214,-97.69518,Entire home/apt,300,3,27,2019-08-16,0.75,1,50
14419925,ATX Adventure Basecamp - minutes to everything!,20985179,Adam And Shannon,,78725,30.25905,-97.6731,Private room,175,2,0,,,1,0
14430270,A Quiet Oasis That's Convenient to Everything!,21023221,Margo,,78751,30.3018,-97.71919,Private room,89,1,19,2018-03-19,0.49,1,0
14430737,Stylish East Central Family Home,16951372,Simon,,78702,30.2722,-97.71594,Entire home/apt,550,2,0,,,1,365
14463342,N.Lamar: A great deal in a comfortable apartment,8167447,Martin,,78751,30.31812,-97.72898,Shared room,16,29,11,2019-08-04,0.29,77,326
14474805,Midcentury Modern Glass House near Lake Travis,22012830,Valerie,,78734,30.38457,-97.92332,Entire home/apt,750,2,92,2019-11-11,2.37,1,172
14483719,N.Lamar: Great Value in Great Community,8167447,Martin,,78751,30.3196,-97.7294,Shared room,16,29,17,2019-06-08,0.43,77,317
14485320,"Bright, Vintage Hyde Park Bungalow",15755099,Susan,,78751,30.3141,-97.72103,Entire home/apt,81,30,18,2018-08-09,0.54,1,0
14488932,Charming studio apartment.  Central location.,16747672,Christy,,78703,30.28384,-97.76019,Entire home/apt,500,3,8,2016-11-06,0.21,1,312
14490326,Bedroom with balcony in the heart of Clarksville!,26819271,David,,78703,30.27764,-97.76272,Private room,110,2,28,2019-03-12,0.73,1,54
14501733,Outlaws’ Downtown Hideout,2934425,Brett,,78703,30.27263,-97.75564,Entire home/apt,120,1,267,2019-11-01,6.83,13,109
14518503,"Modern, studio-like 2BR House 1 Mile from downtown",89698725,Brad,,78746,30.27293,-97.7977,Entire home/apt,105,2,56,2019-09-24,1.68,1,9
14520673,Cozy 1 Room with private half bath,11334028,Janie,,78745,30.20768,-97.76521,Private room,50,1,0,,,2,0
14536154,Walk to ACL! Cozy Condo sleeps 3,31864294,Rick,,78704,30.25472,-97.75375,Entire home/apt,250,2,2,2017-10-08,0.06,1,0
14551167,The Jetsons HUB!,5742304,Taryn,,78722,30.28358,-97.70522,Entire home/apt,600,1,1,2017-07-30,0.04,6,0
14555026,Bluebelt,376190,Capitan,,78741,30.24196,-97.72966,Entire home/apt,80,1,222,2019-11-01,5.68,2,268
14556731,"Art-Zen, 2 bikes, 2 bedrooms, minutes to downtownb",8243517,Jennifer,,78702,30.269,-97.71512,Entire home/apt,96,4,90,2019-10-24,2.32,2,137
14575753,Your East Side Home Base,40144620,Emily,,78702,30.26409,-97.69723,Private room,31,2,29,2018-03-17,0.74,2,0
14587157,(Pool & Hot Tub) Modern Zilker Farmhouse,1523587,Dallas,,78704,30.24924,-97.77843,Entire home/apt,1100,2,29,2019-09-23,0.74,17,310
